index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
9,Marcelo,12.0,br BRA,LB,29-100,90,0,1,0,0,2,1,0,0,96,4,2,0,0.1,0.1,0.5,5,1,71,86,82.6,9,56,8,4,1,12.0,LB,71,86,82.6,1054,420,43,45,95.6,20,25,80.0,5,10,50.0,1,0.5,0.7,2,5,4,0,9,12.0,LB,86,73,13,1,0,2,6,12,0,0,0,0,71,0,2,12.0,LB,4,2,1,3,0,2,4,50.0,2,0,0,0,2,6,1,0,12.0,LB,96,6,15,42,39,7,96,4,1,25.0,3,75.0,56,256,174,8,2,4,0,1,68,7,12.0,LB,0,0,0,0,0,0,6,2,2,0,0,0,7,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,7
10,Marco Asensio,20.0,es ESP,"AM,LM",21-211,25,0,0,0,0,1,1,0,0,22,0,0,0,0.1,0.1,0.0,1,0,18,22,81.8,0,16,3,0,0,20.0,"AM,LM",18,22,81.8,219,48,11,12,91.7,4,5,80.0,1,1,100.0,0,0.0,0.1,0,2,0,0,0,20.0,"AM,LM",22,21,0,0,0,0,2,0,0,0,0,0,18,1,0,20.0,"AM,LM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20.0,"AM,LM",22,0,4,8,12,3,22,0,0,,0,,16,126,103,3,2,0,0,0,20,2,20.0,"AM,LM",0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,7
11,Marcos Llorente,18.0,es ESP,"CM,DM",22-202,19,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,12,13,92.3,1,11,0,0,0,18.0,"CM,DM",12,13,92.3,222,34,7,7,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,18.0,"CM,DM",13,12,1,1,0,1,0,0,0,0,0,0,12,0,0,18.0,"CM,DM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18.0,"CM,DM",13,1,5,8,0,0,13,0,0,,0,,11,25,11,0,0,0,0,1,11,0,18.0,"CM,DM",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,7
12,Nacho,6.0,es ESP,CB,27-214,90,0,0,0,0,0,0,0,0,49,2,2,1,0.0,0.0,0.0,0,0,34,41,82.9,0,28,2,0,0,6.0,CB,34,41,82.9,587,189,18,20,90.0,12,16,75.0,4,5,80.0,0,0.0,0.0,0,0,0,0,0,6.0,CB,41,40,1,1,0,0,0,0,0,0,0,0,34,0,0,6.0,CB,2,1,2,0,0,0,0,,0,1,0,1,2,4,1,0,6.0,CB,49,2,25,22,2,0,49,0,0,,0,,28,120,88,2,0,0,2,0,30,0,6.0,CB,0,0,0,2,3,0,0,2,1,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,7
13,Sergio Ramos,4.0,es ESP,CB,31-143,89,0,0,0,0,0,0,2,1,76,1,1,1,0.0,0.0,0.0,1,0,59,67,88.1,3,43,1,0,0,4.0,CB,59,67,88.1,1101,530,24,26,92.3,28,29,96.6,7,10,70.0,0,0.0,0.1,1,6,1,0,3,4.0,CB,67,64,3,2,0,2,0,1,0,0,0,0,59,0,0,4.0,CB,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,5,0,4.0,CB,76,9,37,36,3,0,76,0,0,,0,,43,174,102,1,0,0,1,0,49,0,4.0,CB,2,1,1,2,2,0,0,1,1,0,0,0,6,3,2,60.0,,,,,,,,,,,,,,,,,,,,,0,7
0,14 Players,,,,,990,1,0,1,1,13,2,1,0,475,7,16,12,1.4,0.6,0.6,26,2,268,372,72.0,37,253,27,21,7,,,268,372,72.0,4748,2041,129,153,84.3,99,119,83.2,29,75,38.7,0,0.6,0.6,11,25,7,0,37,,,372,318,52,14,0,2,29,22,11,3,4,2,268,2,10,,,7,7,5,1,1,1,4,25.0,3,12,5,7,16,23,15,0,,,475,35,108,217,157,26,474,21,7,33.3,14,66.7,253,1681,1055,27,21,10,10,10,265,37,,,1,0,0,18,14,2,29,16,7,1,0,0,50,14,17,45.2,,,,,,,,,,,,,,,,,,,,,1,8
1,Cheick Doukouré,5.0,ci CIV,"RM,LM",24-344,21,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,3,0,0,0,5.0,"RM,LM",4,5,80.0,61,24,2,2,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1,5.0,"RM,LM",5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5.0,"RM,LM",0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5.0,"RM,LM",6,0,0,4,2,0,6,0,0,,0,,3,12,4,0,1,0,0,0,3,1,5.0,"RM,LM",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,8
2,Chema,6.0,es ESP,CB,25-171,90,0,0,0,0,1,0,0,0,41,1,2,2,0.1,0.1,0.0,0,0,22,30,73.3,5,19,0,0,0,6.0,CB,22,30,73.3,469,193,5,5,100.0,13,17,76.5,4,8,50.0,0,0.0,0.0,0,2,0,0,5,6.0,CB,30,29,1,1,0,0,0,0,0,0,0,0,22,0,0,6.0,CB,1,1,0,1,0,0,0,,0,2,2,0,2,3,6,0,6.0,CB,41,8,16,25,1,1,41,0,0,,0,,19,78,28,0,0,0,0,0,20,0,6.0,CB,0,0,0,2,1,0,0,2,1,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,8
3,Emmanuel Boateng,21.0,gh GHA,FW,21-090,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,2,2,0,0,0,21.0,FW,5,5,100.0,67,10,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,2,0,0,2,21.0,FW,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,21.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21.0,FW,5,0,0,4,1,0,5,0,0,,0,,2,4,3,0,0,0,0,0,5,1,21.0,FW,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,8
4,Enis Bardhi,10.0,mk MKD,LM,22-050,69,0,0,0,0,2,0,0,0,34,1,0,0,0.1,0.1,0.1,4,0,17,27,63.0,3,18,2,2,1,10.0,LM,17,27,63.0,252,55,8,11,72.7,7,8,87.5,0,5,0.0,0,0.1,0.0,2,3,0,0,3,10.0,LM,27,22,5,0,0,0,4,0,5,1,2,1,17,0,1,10.0,LM,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,10.0,LM,34,0,2,15,17,1,34,2,1,50.0,1,50.0,18,119,60,2,1,0,2,1,22,2,10.0,LM,0,0,0,1,1,1,4,0,1,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,8
5,Ivi,14.0,es ESP,"LW,FW",23-053,14,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,0,0,2,4,50.0,0,4,0,0,0,14.0,"LW,FW",2,4,50.0,17,3,2,2,100.0,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,14.0,"LW,FW",4,2,2,2,0,0,2,0,0,0,0,0,2,0,0,14.0,"LW,FW",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14.0,"LW,FW",6,0,0,2,4,1,6,0,0,,0,,4,10,2,0,0,0,1,1,6,3,14.0,"LW,FW",0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,8
6,Iván López,2.0,es ESP,RB,23-363,90,0,0,0,0,0,0,0,0,58,1,5,2,0.0,0.0,0.0,0,0,35,51,68.6,4,25,0,0,0,2.0,RB,35,51,68.6,636,305,19,20,95.0,11,15,73.3,4,12,33.3,0,0.0,0.0,0,3,2,0,4,2.0,RB,51,40,11,0,0,1,3,11,0,0,0,0,35,0,3,2.0,RB,1,1,1,0,0,0,0,,0,2,2,0,5,6,2,0,2.0,RB,58,4,22,23,14,0,58,0,0,,0,,25,150,93,0,0,0,0,0,23,2,2.0,RB,0,0,0,0,0,0,3,5,1,0,0,0,9,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,8
7,Jason,23.0,es ESP,RW,23-046,90,0,0,0,0,3,0,0,0,45,0,1,0,0.1,0.1,0.0,3,0,19,28,67.9,3,31,4,6,0,23.0,RW,19,28,67.9,240,62,11,12,91.7,6,8,75.0,0,3,0.0,0,0.0,0.0,1,0,0,0,3,23.0,RW,28,27,0,0,0,0,4,0,0,0,0,0,19,1,2,23.0,RW,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,23.0,RW,45,1,5,19,21,5,45,6,0,0.0,6,100.0,31,159,104,4,2,3,0,2,32,7,23.0,RW,0,0,0,3,2,0,4,1,0,0,0,0,6,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,8
8,Jefferson Lerma,8.0,co COL,CM,22-300,90,0,0,0,0,2,0,1,0,46,0,4,2,0.1,0.1,0.1,3,0,27,36,75.0,4,25,1,0,0,8.0,CM,27,36,75.0,449,139,12,17,70.6,10,12,83.3,4,5,80.0,0,0.1,0.0,1,2,0,0,4,8.0,CM,36,34,2,2,0,0,0,0,0,0,0,0,27,0,0,8.0,CM,0,0,0,0,0,0,1,0.0,1,2,0,2,4,4,1,0,8.0,CM,46,2,8,30,9,2,46,0,0,,0,,25,107,64,1,1,0,0,1,26,3,8.0,CM,1,0,0,5,3,0,0,4,0,0,0,0,7,4,5,44.4,,,,,,,,,,,,,,,,,,,,,1,8
9,José Campaña,24.0,es ESP,"RM,LM",24-082,84,0,0,0,0,1,0,0,0,50,0,0,1,0.0,0.0,0.1,4,0,37,45,82.2,6,27,3,0,0,24.0,"RM,LM",37,45,82.2,631,195,19,22,86.4,10,10,100.0,5,10,50.0,0,0.1,0.1,2,3,2,0,6,24.0,"RM,LM",45,39,6,0,0,0,6,0,6,2,2,1,37,0,0,24.0,"RM,LM",0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,24.0,"RM,LM",50,0,3,25,22,1,50,0,0,,0,,27,128,82,3,3,0,1,0,34,3,24.0,"RM,LM",0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,8
10,José Luis Morales,11.0,es ESP,"LW,LM",30-029,90,1,0,1,1,3,2,0,0,39,0,0,0,1.0,0.2,0.1,8,2,17,25,68.0,1,25,6,6,4,11.0,"LW,LM",17,25,68.0,222,43,10,12,83.3,7,10,70.0,0,1,0.0,0,0.1,0.4,3,1,1,0,1,11.0,"LW,LM",25,24,1,0,0,0,4,1,0,0,0,0,17,0,2,11.0,"LW,LM",0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,11.0,"LW,LM",39,1,4,8,29,11,38,6,4,66.7,2,33.3,25,324,189,6,4,5,1,1,21,10,11.0,"LW,LM",0,0,0,1,1,0,4,0,0,1,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,8
11,Raúl Fernández,1.0,es ESP,GK,29-161,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,9,21,42.9,0,11,0,0,0,1.0,GK,9,21,42.9,513,501,0,0,,1,1,100.0,8,20,40.0,0,0.0,0.0,0,1,0,0,0,1.0,GK,21,13,8,4,0,0,0,0,0,0,0,0,9,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,22,15,21,1,0,0,22,0,0,,0,,11,112,102,0,0,0,1,0,3,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,1.0,100.0,0.4,8.0,19.0,42.1,17.0,1.0,88.2,53.7,4.0,100.0,65.5,11.0,1.0,9.1,0.0,9.0,1,8
12,Sergio Postigo,15.0,es ESP,CB,28-290,90,0,0,0,0,0,0,0,0,40,1,2,2,0.0,0.0,0.0,1,0,28,32,87.5,2,18,0,0,0,15.0,CB,28,32,87.5,505,234,10,12,83.3,18,19,94.7,0,1,0.0,0,0.0,0.0,1,4,0,0,2,15.0,CB,32,29,3,3,0,0,0,0,0,0,0,0,28,0,0,15.0,CB,1,1,1,0,0,0,0,,0,2,1,1,2,3,3,0,15.0,CB,40,4,17,22,1,1,40,0,0,,0,,18,124,80,0,0,0,0,0,19,0,15.0,CB,0,0,0,0,1,0,0,2,1,0,0,0,2,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,8
13,Toño,3.0,es ESP,LB,27-287,90,0,0,0,0,0,0,0,0,58,3,1,0,0.0,0.0,0.0,2,0,36,49,73.5,6,29,11,4,2,3.0,LB,36,49,73.5,606,266,21,25,84.0,11,13,84.6,4,8,50.0,0,0.0,0.0,0,3,2,0,6,3.0,LB,49,36,12,2,0,1,6,10,0,0,0,0,36,1,2,3.0,LB,3,3,3,0,0,1,1,100.0,0,0,0,0,1,4,1,0,3.0,LB,58,0,10,23,27,2,58,4,2,50.0,2,50.0,29,305,240,11,9,1,1,0,33,4,3.0,LB,0,0,0,0,2,0,6,1,3,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,8
0,14 Players,,,,,990,0,0,0,0,8,1,3,0,603,24,7,10,0.5,0.5,0.5,15,0,406,505,80.4,33,349,10,4,3,,,406,505,80.4,7266,2594,195,221,88.2,158,180,87.8,44,80,55.0,0,0.5,0.4,8,28,2,1,33,,,505,446,58,20,2,5,13,17,6,3,1,0,406,1,8,,,24,15,15,8,1,14,21,66.7,7,10,4,6,7,31,33,0,,,603,63,202,324,81,9,603,4,3,75.0,1,25.0,349,1425,800,10,5,3,8,6,402,33,,,3,0,0,14,17,1,13,7,15,0,1,0,38,17,14,54.8,,,,,,,,,,,,,,,,,,,,,0,8
1,Alfred N'Diaye,24.0,sn SEN,CM,27-168,11,0,0,0,0,0,0,0,0,6,2,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,24.0,CM,4,4,100.0,81,6,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,24.0,CM,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,24.0,CM,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,24.0,CM,6,0,2,3,1,0,6,0,0,,0,,4,11,1,0,0,0,0,0,2,0,24.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,8
2,Andrés Fernández,13.0,es ESP,GK,30-247,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,16,27,59.3,0,8,0,0,0,13.0,GK,16,27,59.3,477,412,3,3,100.0,9,9,100.0,4,15,26.7,0,0.0,0.0,0,0,0,0,0,13.0,GK,27,11,16,3,0,0,0,0,0,0,0,0,16,0,0,13.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,13.0,GK,32,29,32,0,0,0,32,0,0,,0,,8,48,39,0,0,0,0,0,5,0,13.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,3.0,1.0,2.0,100.0,1.3,4.0,15.0,26.7,14.0,2.0,35.7,31.3,13.0,76.9,52.5,20.0,0.0,0.0,1.0,15.5,0,8
3,Antonio Rukavina,22.0,rs SRB,RB,33-207,90,0,0,0,0,1,0,1,0,58,3,0,0,0.0,0.0,0.2,3,0,35,49,71.4,5,23,1,0,0,22.0,RB,35,49,71.4,574,291,20,21,95.2,11,17,64.7,3,9,33.3,0,0.2,0.2,3,5,1,1,5,22.0,RB,49,36,13,2,1,0,7,11,0,0,0,0,35,0,1,22.0,RB,3,2,2,1,0,3,3,100.0,0,0,0,0,0,3,5,0,22.0,RB,58,4,20,25,13,1,58,0,0,,0,,23,76,44,1,2,0,0,0,30,7,22.0,RB,1,0,0,2,0,0,7,0,2,0,1,0,1,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,8
4,Carlos Bacca,9.0,co COL,FW,30-347,79,0,0,0,0,2,0,0,0,19,1,0,0,0.2,0.2,0.0,2,0,9,13,69.2,1,13,1,0,0,9.0,FW,9,13,69.2,115,22,6,7,85.7,3,4,75.0,0,0,,0,0.0,0.0,1,0,1,0,1,9.0,FW,13,13,0,0,0,0,0,0,0,0,0,0,9,0,1,9.0,FW,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,9.0,FW,19,1,2,8,9,2,19,0,0,,0,,13,38,21,1,0,1,2,0,17,5,9.0,FW,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,8
5,Darío Poveda,34.0,es ESP,CM,20-161,2,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,34.0,CM,1,2,50.0,10,8,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,34.0,CM,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0,CM,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,34.0,CM,4,0,0,3,1,0,4,0,0,,0,,2,5,0,0,0,0,1,0,2,0,34.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,8
6,Enes Ünal,15.0,tr TUR,FW,20-103,90,0,0,0,0,0,0,0,0,26,0,1,1,0.0,0.0,0.0,1,0,13,21,61.9,2,19,1,0,0,15.0,FW,13,21,61.9,128,56,11,17,64.7,0,1,0.0,0,1,0.0,0,0.0,0.0,1,1,0,0,2,15.0,FW,21,19,2,0,0,0,0,0,0,0,0,0,13,0,0,15.0,FW,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,15.0,FW,26,2,4,15,7,0,26,0,0,,0,,19,76,24,1,1,0,1,3,23,1,15.0,FW,0,0,0,4,4,0,0,1,0,0,0,0,1,4,5,44.4,,,,,,,,,,,,,,,,,,,,,0,8
7,Jaume Costa,11.0,es ESP,LB,29-156,90,0,0,0,0,0,0,0,0,62,7,2,1,0.0,0.0,0.0,0,0,41,51,80.4,3,28,0,0,0,11.0,LB,41,51,80.4,691,284,24,24,100.0,12,16,75.0,5,8,62.5,0,0.0,0.0,0,3,0,0,3,11.0,LB,51,41,9,3,0,0,0,6,0,0,0,0,41,1,1,11.0,LB,7,6,2,4,1,4,4,100.0,0,1,1,0,2,9,3,0,11.0,LB,62,4,18,36,9,0,62,0,0,,0,,28,81,43,0,0,0,2,0,33,6,11.0,LB,0,0,0,2,1,0,0,2,6,0,0,0,4,4,1,80.0,,,,,,,,,,,,,,,,,,,,,0,8
8,Leonardo Suárez,35.0,ar ARG,RM,21-144,29,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,9,12,75.0,0,12,2,1,1,35.0,RM,9,12,75.0,133,11,7,10,70.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,35.0,RM,12,12,0,0,0,0,1,0,0,0,0,0,9,0,0,35.0,RM,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35.0,RM,16,1,2,6,8,0,16,1,1,100.0,0,0.0,12,74,37,2,1,0,1,0,15,3,35.0,RM,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,8
9,Manu Trigueros,14.0,es ESP,CM,25-308,88,0,0,0,0,0,0,1,0,82,1,1,0,0.0,0.0,0.1,3,0,64,75,85.3,4,51,1,0,0,14.0,CM,64,75,85.3,1110,337,34,35,97.1,20,23,87.0,7,11,63.6,0,0.1,0.1,2,5,0,0,4,14.0,CM,75,69,6,2,0,3,2,0,4,1,1,0,64,0,2,14.0,CM,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,2,0,14.0,CM,82,4,16,58,11,0,82,0,0,,0,,51,213,113,1,0,0,0,1,62,2,14.0,CM,1,0,0,1,1,0,2,1,1,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,8
10,Nicola Sansone,18.0,it ITA,RM,25-345,61,0,0,0,0,1,0,0,0,23,2,0,1,0.0,0.0,0.1,2,0,13,18,72.2,2,18,2,1,1,18.0,RM,13,18,72.2,214,91,9,11,81.8,3,3,100.0,1,1,100.0,0,0.1,0.0,1,2,0,0,2,18.0,RM,18,17,1,0,0,1,1,0,1,1,0,0,13,0,1,18.0,RM,2,1,2,0,0,1,3,33.3,2,1,0,1,0,2,0,0,18.0,RM,23,0,3,13,7,1,23,1,1,100.0,0,0.0,18,78,63,2,1,0,1,0,17,4,18.0,RM,0,0,0,1,1,0,1,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,8
11,Pablo Fornals,8.0,es ESP,LM,21-180,90,0,0,0,0,1,0,0,0,41,1,0,1,0.1,0.1,0.0,1,0,22,33,66.7,1,29,2,2,1,8.0,LM,22,33,66.7,310,54,15,21,71.4,5,8,62.5,2,3,66.7,0,0.0,0.0,0,1,0,0,1,8.0,LM,33,32,1,0,1,0,2,0,1,1,0,0,22,0,0,8.0,LM,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0,8.0,LM,41,1,12,22,7,2,41,2,1,50.0,1,50.0,29,109,27,2,0,2,0,2,30,4,8.0,LM,0,0,0,1,1,0,2,0,0,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,8
12,Rodri,16.0,es ESP,"CM,FW",21-060,90,0,0,0,0,1,0,0,0,82,3,1,2,0.1,0.1,0.0,1,0,61,71,85.9,6,44,0,0,0,16.0,"CM,FW",61,71,85.9,1024,246,28,32,87.5,27,30,90.0,6,8,75.0,0,0.0,0.0,0,4,0,0,6,16.0,"CM,FW",71,65,6,6,0,0,0,0,0,0,0,0,61,0,1,16.0,"CM,FW",3,1,2,1,0,2,3,66.7,1,2,1,1,1,4,2,0,16.0,"CM,FW",82,5,25,50,7,2,82,0,0,,0,,44,206,103,0,0,0,0,0,53,1,16.0,"CM,FW",0,0,0,1,4,0,0,1,1,0,0,0,7,4,2,66.7,,,,,,,,,,,,,,,,,,,,,0,8
13,Víctor Ruiz,6.0,es ESP,CB,28-208,90,0,0,0,0,0,0,1,0,92,0,2,2,0.0,0.0,0.0,1,0,74,81,91.4,5,63,0,0,0,6.0,CB,74,81,91.4,1308,453,30,31,96.8,37,38,97.4,5,10,50.0,0,0.0,0.0,0,2,0,0,5,6.0,CB,81,78,3,3,0,0,0,0,0,0,0,0,74,0,0,6.0,CB,0,0,0,0,0,0,0,,0,2,1,1,2,2,7,0,6.0,CB,92,5,40,52,0,0,92,0,0,,0,,63,292,193,0,0,0,0,0,67,0,6.0,CB,1,0,0,2,1,0,0,2,0,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,8
0,14 Players,,,,,990,0,0,0,0,10,4,2,0,623,15,21,9,0.9,0.9,0.8,15,0,381,509,74.9,46,337,11,9,4,,,381,509,74.9,7111,2756,162,199,81.4,172,206,83.5,43,87,49.4,0,0.8,0.4,7,19,7,3,46,,,509,448,59,20,1,7,18,26,3,2,1,0,381,2,9,,,15,8,9,5,1,9,21,42.9,12,9,3,6,21,36,38,0,,,623,78,239,283,105,14,623,9,4,44.4,5,55.6,337,1422,623,11,10,3,8,9,376,43,,,2,0,0,16,12,2,18,21,8,0,0,0,47,14,24,36.8,,,,,,,,,,,,,,,,,,,,,1,9
1,Adrián González,8.0,es ESP,"CM,AM",29-088,90,0,0,0,0,1,0,0,0,62,3,1,0,0.1,0.1,0.1,2,0,37,50,74.0,7,41,0,2,1,8.0,"CM,AM",37,50,74.0,615,189,18,26,69.2,17,19,89.5,2,3,66.7,0,0.1,0.0,1,4,0,0,7,8.0,"CM,AM",50,48,2,1,0,1,0,1,0,0,0,0,37,0,2,8.0,"CM,AM",3,0,0,3,0,3,6,50.0,3,0,0,0,1,4,4,0,8.0,"CM,AM",62,3,14,41,8,2,62,2,1,50.0,1,50.0,41,161,72,0,0,0,1,1,44,2,8.0,"CM,AM",0,0,0,2,3,0,0,1,0,0,0,0,7,1,6,14.3,,,,,,,,,,,,,,,,,,,,,1,9
